Name,GivenName,Surname,SamAccountName,UserPrincipalName,Email,Office,Department,Title,StreetAddress,Phone,Manager
Veli Laitinen,Veli,Laitinen,veli.laitinen,veli.laitinen@example.com,veli.laitinen@example.com,Oulu,Tuotekehitys,Tuotekehitysinsinööri,"Bengalinkuja 54, Oulu",+358 065304530,Sofia Ylönen-Karjalainen
Elisabet Lepistö-Kortelainen,Elisabet,Lepistö-Kortelainen,elisabet.lepistokortelainen,elisabet.lepistokortelainen@example.com,elisabet.lepistokortelainen@example.com,Oulu,Tuotekehitys,Tuotekehitysinsinööri,"Waseniuksen puistokatu 2, Oulu",+358 66 1217127,Sofia Ylönen-Karjalainen
Petteri Liukkonen,Petteri,Liukkonen,petteri.liukkonen,petteri.liukkonen@example.com,petteri.liukkonen@example.com,Oulu,Tuotekehitys,Tuotekehitysinsinööri,"Lautamiehenpolku 31, Oulu",+358 789138935,Sofia Ylönen-Karjalainen
Siiri Lehtinen-Nurmi,Siiri,Lehtinen-Nurmi,siiri.lehtinennurmi,siiri.lehtinennurmi@example.com,siiri.lehtinennurmi@example.com,Oulu,Tuotekehitys,Tuotekehitysinsinööri,"Gustav Pauligin bulevardi 75, Oulu",+358 43 1612613,Sofia Ylönen-Karjalainen
Juhani Simola,Juhani,Simola,juhani.simola,juhani.simola@example.com,juhani.simola@example.com,Oulu,Tuotekehitys,Tuotekehitysinsinööri,"Porinkatu 12, Oulu",+358 189324495,Sofia Ylönen-Karjalainen
Kristiina Kari,Kristiina,Kari,kristiina.kari,kristiina.kari@example.com,kristiina.kari@example.com,Oulu,Tuotekehitys,Tuotekehitysinsinööri,"Sadekuja 2, Oulu",0249617812,Sofia Ylönen-Karjalainen
Kyllikki Pesonen,Kyllikki,Pesonen,kyllikki.pesonen,kyllikki.pesonen@example.com,kyllikki.pesonen@example.com,Oulu,Ohjelmistokehitys,Ohjelmistopäällikkö,"Runonlaulajankuja 730, Oulu",0300017369,Jenni Järvenpää
Olavi Haapanen,Olavi,Haapanen,olavi.haapanen,olavi.haapanen@example.com,olavi.haapanen@example.com,Oulu,Ohjelmistokehitys,Ohjelmistokehittäjä,"Bysantinkuja 9, Oulu",0447456849,Kyllikki Pesonen
Juuso Seppälä,Juuso,Seppälä,juuso.seppala,juuso.seppala@example.com,juuso.seppala@example.com,Oulu,Ohjelmistokehitys,Ohjelmistokehittäjä,"Porinpolku 6, Oulu",0179892308,Kyllikki Pesonen
Antti Viitanen-Parkkinen,Antti,Viitanen-Parkkinen,antti.viitanenparkkinen,antti.viitanenparkkinen@example.com,antti.viitanenparkkinen@example.com,Oulu,Ohjelmistokehitys,Ohjelmistokehittäjä,"Jäkäläpolku 12, Oulu",+358 21 5199658,Kyllikki Pesonen
Jenni Luoma-Mikkonen,Jenni,Luoma-Mikkonen,jenni.luomamikkonen,jenni.luomamikkonen@example.com,jenni.luomamikkonen@example.com,Oulu,Ohjelmistokehitys,Ohjelmistokehittäjä,"Laajasalonpolku 122, Oulu",+358 60 8146713,Kyllikki Pesonen
Matilda Partanen,Matilda,Partanen,matilda.partanen,matilda.partanen@example.com,matilda.partanen@example.com,Oulu,Ohjelmistokehitys,Ohjelmistokehittäjä,"Fahlanderin puistopolku 185, Oulu",054 262 9926,Kyllikki Pesonen
Ville Nykänen,Ville,Nykänen,ville.nykanen,ville.nykanen@example.com,ville.nykanen@example.com,Oulu,Ohjelmistokehitys,Ohjelmistokehittäjä,"Lepolantie 543, Oulu",+358031741620,Kyllikki Pesonen
Sini Manninen,Sini,Manninen,sini.manninen,sini.manninen@example.com,sini.manninen@example.com,Oulu,Ohjelmistokehitys,Ohjelmistokehittäjä,"Agnes Sjöbergin tie 590, Oulu",(+358) 096243010,Kyllikki Pesonen
Mikko Mustonen,Mikko,Mustonen,mikko.mustonen,mikko.mustonen@example.com,mikko.mustonen@example.com,Oulu,Ohjelmistokehitys,Ohjelmistokehittäjä,"Malminkartanonkuja 537, Oulu",+358 170042959,Kyllikki Pesonen
Ulla Kangas,Ulla,Kangas,ulla.kangas,ulla.kangas@example.com,ulla.kangas@example.com,Oulu,Ohjelmistokehitys,Ohjelmistokehittäjä,"Santerlanpolku 3, Oulu",+358103787001,Kyllikki Pesonen
Erik Nylund-Rintala,Erik,Nylund-Rintala,erik.nylundrintala,erik.nylundrintala@example.com,erik.nylundrintala@example.com,Oulu,Ohjelmistokehitys,Ohjelmistokehittäjä,"Rantavarastonpolku 028, Oulu",0792737340,Kyllikki Pesonen
Jari Saarinen-Nuutinen,Jari,Saarinen-Nuutinen,jari.saarinennuutinen,jari.saarinennuutinen@example.com,jari.saarinennuutinen@example.com,Oulu,Ohjelmistokehitys,Ohjelmistokehittäjä,"Veropellonbulevardi 26, Oulu",+358 72 7931576,Kyllikki Pesonen
Henry Nuutinen,Henry,Nuutinen,henry.nuutinen,henry.nuutinen@example.com,henry.nuutinen@example.com,Oulu,Ohjelmistokehitys,Ohjelmistokehittäjä,"Gunnel Nymanin katu 5, Oulu",0923678300,Kyllikki Pesonen
Veikko Karjalainen-Mäki,Veikko,Karjalainen-Mäki,veikko.karjalainenmaki,veikko.karjalainenmaki@example.com,veikko.karjalainenmaki@example.com,Oulu,Ohjelmistokehitys,Ohjelmistokehittäjä,"Saparonkuja 6, Oulu",+358 81 8518184,Kyllikki Pesonen
Arttu Suominen,Arttu,Suominen,arttu.suominen,arttu.suominen@example.com,arttu.suominen@example.com,Oulu,Ohjelmistokehitys,Ohjelmistokehittäjä,"Jättiläisenbulevardi 7, Oulu",+358441608329,Kyllikki Pesonen
Juhani Autio-Seppälä,Juhani,Autio-Seppälä,juhani.autioseppala,juhani.autioseppala@example.com,juhani.autioseppala@example.com,Oulu,Ohjelmistokehitys,Ohjelmistokehittäjä,"Vaakalinnuntie 9, Oulu",(+358) 205476006,Kyllikki Pesonen
Mirjam Jokinen-Häkkinen,Mirjam,Jokinen-Häkkinen,mirjam.jokinenhakkinen,mirjam.jokinenhakkinen@example.com,mirjam.jokinenhakkinen@example.com,Oulu,Projektinhallinta,Projektipäällikkö,"Elontie 884, Oulu",+358 348627823,Jenni Järvenpää
Kristian Kinnunen-Malinen,Kristian,Kinnunen-Malinen,kristian.kinnunenmalinen,kristian.kinnunenmalinen@example.com,kristian.kinnunenmalinen@example.com,Oulu,Projektinhallinta,Projektikoordinaattori,"Wavulininpolku 0, Oulu",073 761 0800,Mirjam Jokinen-Häkkinen
Pasi Jokinen,Pasi,Jokinen,pasi.jokinen,pasi.jokinen@example.com,pasi.jokinen@example.com,Oulu,Projektinhallinta,Projektikoordinaattori,"Bertel Jungin bulevardi 1, Oulu",+358322535668,Mirjam Jokinen-Häkkinen
Marika Kettunen-Kähkönen,Marika,Kettunen-Kähkönen,marika.kettunenkahkonen,marika.kettunenkahkonen@example.com,marika.kettunenkahkonen@example.com,Oulu,Projektinhallinta,Projektikoordinaattori,"Ahvenkoskenkuja 66, Oulu",052 164 9506,Mirjam Jokinen-Häkkinen
Juhani Kinnunen-Suominen,Juhani,Kinnunen-Suominen,juhani.kinnunensuominen,juhani.kinnunensuominen@example.com,juhani.kinnunensuominen@example.com,Oulu,Projektinhallinta,Projektikoordinaattori,"Haravakatu 5, Oulu",+358 01 3309667,Mirjam Jokinen-Häkkinen
Juhani Kärkkäinen,Juhani,Kärkkäinen,juhani.karkkainen,juhani.karkkainen@example.com,juhani.karkkainen@example.com,Oulu,Projektinhallinta,Projektikoordinaattori,"Niittylänkatu 096, Oulu",+358 298193889,Mirjam Jokinen-Häkkinen
Marjatta Väyrynen-Martikainen,Marjatta,Väyrynen-Martikainen,marjatta.vayrynenmartikainen,marjatta.vayrynenmartikainen@example.com,marjatta.vayrynenmartikainen@example.com,Oulu,Projektinhallinta,Projektikoordinaattori,"Salavapolku 9, Oulu",+358 763935651,Mirjam Jokinen-Häkkinen
Antti Ollikainen,Antti,Ollikainen,antti.ollikainen,antti.ollikainen@example.com,antti.ollikainen@example.com,Oulu,Projektinhallinta,Projektikoordinaattori,"Rukokuja 4, Oulu",+358115812426,Mirjam Jokinen-Häkkinen
Mikael Tuominen,Mikael,Tuominen,mikael.tuominen,mikael.tuominen@example.com,mikael.tuominen@example.com,Oulu,Projektinhallinta,Projektikoordinaattori,"Runoilijantie 889, Oulu",0873490777,Mirjam Jokinen-Häkkinen
Virpi Korpela,Virpi,Korpela,virpi.korpela,virpi.korpela@example.com,virpi.korpela@example.com,Oulu,Projektinhallinta,Projektikoordinaattori,"Porinkatu 93, Oulu",0579843212,Mirjam Jokinen-Häkkinen
Annikki Valkama,Annikki,Valkama,annikki.valkama,annikki.valkama@example.com,annikki.valkama@example.com,Oulu,Projektinhallinta,Projektikoordinaattori,"Puuskakatu 11, Oulu",0828452284,Mirjam Jokinen-Häkkinen
Jari Hämäläinen-Niskanen,Jari,Hämäläinen-Niskanen,jari.hamalainenniskanen,jari.hamalainenniskanen@example.com,jari.hamalainenniskanen@example.com,Oulu,Projektinhallinta,Projektikoordinaattori,"Nervanderinkatu 40, Oulu",+358087144275,Mirjam Jokinen-Häkkinen
Liisa Ahonen,Liisa,Ahonen,liisa.ahonen,liisa.ahonen@example.com,liisa.ahonen@example.com,Oulu,Projektinhallinta,Projektikoordinaattori,"Vellikellonbulevardi 345, Oulu",+358 145142198,Mirjam Jokinen-Häkkinen
